Year,StateAbbr,StateDesc,CountyName,CountyFIPS,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,Geolocation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Counties
2021,AK,Alaska,Anchorage,02020,02020001601,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,62.6,,,58.5,66.2,4092,POINT (-149.8239931 61.20324552),02020001601,PREVENT,CHECKUP,CrdPrv,Annual Checkup,1669
2021,AK,Alaska,Fairbanks North Star,02090,02090001000,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.4,7.4,1529,POINT (-147.7889628 64.80413044),02090001000,HLTHOUT,COPD,CrdPrv,COPD,1673
2021,AK,Alaska,Anchorage,02020,02020000300,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,19.6,,,16.8,22.4,8000,POINT (-149.6472081 61.25495268),02020000300,HLTHSTAT,MHLTH,CrdPrv,Mental Health,1669
2021,AK,Alaska,Kenai Peninsula,02122,02122000900,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,5.1,,,4.5,5.8,2132,POINT (-151.55446 59.69904158),02122000900,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,110
2021,AK,Alaska,Kenai Peninsula,02122,02122000800,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,21.9,,,18.9,25.1,3724,POINT (-151.4627663 59.94353019),02122000800,HLTHOUT,DEPRESSION,CrdPrv,Depression,110
2021,AK,Alaska,Anchorage,02020,02020002821,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,2.7,,,2.2,3.3,5050,POINT (-149.822632 61.10156022),02020002821,DISABLT,VISION,CrdPrv,Vision Disability,1669
2020,AK,Alaska,Anchorage,02020,02020001701,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,8.8,,,6.1,12.5,6843,POINT (-149.7633636 61.18807195),02020001701,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,1669
2021,AK,Alaska,Nome,02180,02180000100,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,3.8,,,3.4,4.1,5725,POINT (-163.9147742 64.90626191),02180000100,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,114
2021,AK,Alaska,Yukon-Koyukuk,02290,02290000200,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,26.2,,,22.3,30.3,1461,POINT (-150.8752853 66.04531435),02290000200,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,4
2021,AK,Alaska,Fairbanks North Star,02090,02090000800,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.5,,,5.5,7.5,5388,POINT (-147.8492011 64.84132585),02090000800,HLTHOUT,DIABETES,CrdPrv,Diabetes,1673
2020,AK,Alaska,Anchorage,02020,02020002602,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,69.0,,,65.5,72.4,5805,POINT (-149.8195626 61.15930344),02020002602,PREVENT,MAMMOUSE,CrdPrv,Mammography,1669
2021,AK,Alaska,Southeast Fairbanks,02240,02240000100,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,12.7,,,10.6,15.3,2219,POINT (-142.3775196 63.85669279),02240000100,PREVENT,ACCESS2,CrdPrv,Health Insurance,983
2021,AK,Alaska,Sitka,02220,02220000100,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,10.3,,,8.7,12.2,3546,POINT (-135.2984804 57.23544094),02220000100,DISABLT,MOBILITY,CrdPrv,Mobility Disability,118
2021,AK,Alaska,Fairbanks North Star,02090,02090001300,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,23.2,,,20.2,26.4,6462,POINT (-147.7713035 64.89368433),02090001300,DISABLT,DISABILITY,CrdPrv,Any Disability,1673
2021,AK,Alaska,Lake and Peninsula,02164,02164000100,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.3,,,4.8,5.9,1631,POINT (-156.1788237 58.64821716),02164000100,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),113
2021,AK,Alaska,Anchorage,02020,02020000101,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,9.9,,,8.3,11.7,5736,POINT (-148.8260408 61.26066101),02020000101,DISABLT,COGNITION,CrdPrv,Cognitive Disability,1669
2021,AK,Alaska,Fairbanks North Star,02090,02090000400,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,11.0,,,9.5,12.7,4717,POINT (-147.6839667 64.84579888),02090000400,HLTHSTAT,PHLTH,CrdPrv,Physical Health,1673
2021,AK,Alaska,Northwest Arctic,02188,02188000200,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,6.4,,,5.5,7.4,3201,POINT (-162.1503988 66.68837413),02188000200,DISABLT,VISION,CrdPrv,Vision Disability,116
2020,AK,Alaska,Anchorage,02020,02020002601,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,31.7,,,27.4,36.2,4784,POINT (-149.8453729 61.15177005),02020002601,PREVENT,COREW,CrdPrv,Core preventive services for older women,1669
2020,AK,Alaska,Yukon-Koyukuk,02290,02290000100,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Crude prevalence,23.5,,,20.3,26.8,1311,POINT (-144.4563611 66.85498369),02290000100,PREVENT,COREW,CrdPrv,Core preventive services for older women,4
2021,AK,Alaska,Anchorage,02020,02020002811,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,5.8,,,5.0,6.8,6313,POINT (-149.845388 61.13039044),02020002811,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,1669
2021,AK,Alaska,Anchorage,02020,02020002900,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,19.8,,,16.5,23.3,2570,POINT (-149.0448289 60.96352058),02020002900,DISABLT,DISABILITY,CrdPrv,Any Disability,1669
2021,AK,Alaska,Anchorage,02020,02020002712,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Crude prevalence,75.4,,,72.1,78.6,9068,POINT (-149.8903202 61.12857549),02020002712,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,1669
2021,AK,Alaska,Anchorage,02020,02020001000,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.7,,,23.1,28.3,4131,POINT (-149.8759401 61.21032507),02020001000,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,1669
2021,AK,Alaska,Skagway,02230,02230000100,BRFSS,Disability,Any disability among adults aged >=18 years,%,Crude prevalence,24.0,,,19.8,28.3,968,POINT (-135.3332722 59.56373857),02230000100,DISABLT,DISABILITY,CrdPrv,Any Disability,1709
2021,AK,Alaska,Kenai Peninsula,02122,02122001300,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.7,,,28.6,34.9,4772,POINT (-149.6087124 59.97556911),02122001300,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,110
2020,AK,Alaska,Matanuska-Susitna,02170,02170000102,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,14.1,,,11.4,17.3,2181,POINT (-148.8662208 62.38283188),02170000102,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,1707
2021,AK,Alaska,Anchorage,02020,02020000101,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,66.0,,,61.8,70.0,5736,POINT (-148.8260408 61.26066101),02020000101,PREVENT,BPMED,CrdPrv,Taking BP Medication,1669
2021,AK,Alaska,Valdez-Cordova,02261,02261000300,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,3.9,,,3.4,4.5,4420,POINT (-147.3369986 60.85714617),02261000300,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,
2020,AK,Alaska,Anchorage,02020,02020000204,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,44.4,,,35.7,52.9,3381,POINT (-149.2186364 61.18331521),02020000204,PREVENT,COREM,CrdPrv,Core preventive services for older men,1669
2021,AK,Alaska,Northwest Arctic,02188,02188000100,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,10.7,,,9.4,12.1,4322,POINT (-159.6909713 67.06465498),02188000100,HLTHOUT,COPD,CrdPrv,COPD,116
2021,AK,Alaska,Anchorage,02020,02020002811,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,19.2,,,16.3,22.3,6313,POINT (-149.845388 61.13039044),02020002811,RISKBEH,LPA,CrdPrv,Physical Inactivity,1669
2021,AK,Alaska,Yukon-Koyukuk,02290,02290000200,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,12.0,,,10.4,13.9,1461,POINT (-150.8752853 66.04531435),02290000200,HLTHOUT,DIABETES,CrdPrv,Diabetes,4
2021,AK,Alaska,Matanuska-Susitna,02170,02170000402,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,29.0,,,26.0,32.4,2105,POINT (-149.7428205 61.82426238),02170000402,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,1707
2021,AK,Alaska,Fairbanks North Star,02090,02090001800,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.0,10.3,2743,POINT (-146.6673515 64.68768252),02090001800,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,1673
2021,AK,Alaska,Ketchikan Gateway,02130,02130000300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,10.4,,,9.1,11.7,2841,POINT (-131.6336211 55.3472241),02130000300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,111
2021,AK,Alaska,Fairbanks North Star,02090,02090000600,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,19.7,,,17.5,22.2,4024,POINT (-147.7808278 64.85355494),02090000600,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,1673
2021,AK,Alaska,Anchorage,02020,02020002303,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.5,,,13.6,19.8,9273,POINT (-149.9287596 61.14605637),02020002303,RISKBEH,CSMOKING,CrdPrv,Current Smoking,1669
2021,AK,Alaska,Kodiak Island,02150,02150000200,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.9,,,13.7,20.3,7152,POINT (-152.3774026 57.81364926),02150000200,RISKBEH,CSMOKING,CrdPrv,Current Smoking,112
2021,AK,Alaska,Valdez-Cordova,02261,02261000300,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.5,,,16.1,23.3,4420,POINT (-147.3369986 60.85714617),02261000300,HLTHOUT,DEPRESSION,CrdPrv,Depression,
2021,AK,Alaska,Matanuska-Susitna,02170,02170001201,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.8,,,6.8,9.0,5142,POINT (-149.1138518 61.58086657),02170001201,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,1707
2020,AK,Alaska,Anchorage,02020,02020000203,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,71.1,,,66.4,75.2,10549,POINT (-149.5040654 61.3101556),02020000203,PREVENT,MAMMOUSE,CrdPrv,Mammography,1669
2021,AK,Alaska,Anchorage,02020,02020002100,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,19.4,,,16.8,22.2,3787,POINT (-149.9227389 61.18792438),02020002100,RISKBEH,BINGE,CrdPrv,Binge Drinking,1669
2021,AK,Alaska,Prince of Wales-Hyder,02198,02198000100,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.1,,,4.6,5.6,1685,POINT (-132.8745209 55.50357448),02198000100,DISABLT,SELFCARE,CrdPrv,Self-care Disability,1708
2021,AK,Alaska,Kenai Peninsula,02122,02122001000,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,7.1,,,5.7,8.7,4027,POINT (-151.5165901 59.64707584),02122001000,HLTHOUT,COPD,CrdPrv,COPD,110
2021,AK,Alaska,Hoonah-Angoon,02105,02105000200,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,15.9,,,13.6,18.3,95,POINT (-135.888061 59.39888108),02105000200,HLTHOUT,DIABETES,CrdPrv,Diabetes,1674
2020,AK,Alaska,Fairbanks North Star,02090,02090000900,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,39.1,,,31.2,46.9,5772,POINT (-148.003756 64.79218905),02090000900,PREVENT,COREM,CrdPrv,Core preventive services for older men,1673
2020,AK,Alaska,Fairbanks North Star,02090,02090001200,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,67.4,,,64.1,70.8,6854,POINT (-147.5757843 64.88771676),02090001200,PREVENT,DENTAL,CrdPrv,Dental Visit,1673
2020,AK,Alaska,Valdez-Cordova,02261,02261000100,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,31.6,,,30.7,32.5,2952,POINT (-143.9664358 61.88241828),02261000100,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,1
2021,AK,Alaska,Anchorage,02020,02020001731,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.8,,,2.5,3.1,5823,POINT (-149.7334344 61.20228979),02020001731,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,1669
2021,AK,Alaska,Anchorage,02020,02020000801,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,36.7,,,32.5,40.7,7323,POINT (-149.7926963 61.21672315),02020000801,HLTHOUT,OBESITY,CrdPrv,Obesity,1669
2021,AK,Alaska,Anchorage,02020,02020002501,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,12.5,,,10.6,14.6,4993,POINT (-149.8998277 61.15928122),02020002501,HLTHSTAT,GHLTH,CrdPrv,General Health,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170000601,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.8,,,5.8,7.9,4481,POINT (-149.4022496 61.52483947),02170000601,HLTHOUT,DIABETES,CrdPrv,Diabetes,1707
2021,AK,Alaska,Matanuska-Susitna,02170,02170000800,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Crude prevalence,4.6,,,4.0,5.3,4895,POINT (-149.4705521 61.58898921),02170000800,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,1707
2021,AK,Alaska,Fairbanks North Star,02090,02090001900,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Crude prevalence,11.0,,,9.6,12.6,11684,POINT (-146.4888276 64.98468465),02090001900,HLTHSTAT,GHLTH,CrdPrv,General Health,1673
2021,AK,Alaska,Southeast Fairbanks,02240,02240000100,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,5.2,,,4.6,5.8,2219,POINT (-142.3775196 63.85669279),02240000100,DISABLT,SELFCARE,CrdPrv,Self-care Disability,983
2021,AK,Alaska,Ketchikan Gateway,02130,02130000100,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,6.5,,,5.8,7.2,3484,POINT (-130.9329248 55.59991142),02130000100,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),
2020,AK,Alaska,Matanuska-Susitna,02170,02170000401,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,60.3,,,56.5,64.1,1912,POINT (-149.7921465 61.61832111),02170000401,PREVENT,MAMMOUSE,CrdPrv,Mammography,1707
2021,AK,Alaska,North Slope,02185,02185000100,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,13.0,,,10.5,15.8,4213,POINT (-156.7348496 71.23014084),02185000100,PREVENT,ACCESS2,CrdPrv,Health Insurance,115
2021,AK,Alaska,Fairbanks North Star,02090,02090000300,BRFSS,Disability,Vision disability among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.4,4958,POINT (-147.7248311 64.82791434),02090000300,DISABLT,VISION,CrdPrv,Vision Disability,1673
2021,AK,Alaska,Kenai Peninsula,02122,02122000500,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.8,,,8.7,11.1,6263,POINT (-151.0417414 60.5167027),02122000500,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,110
2021,AK,Alaska,Aleutians West,02016,02016000100,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.9,,,2.7,3.2,1185,POINT (-173.0176532 52.56487002),02016000100,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,
2021,AK,Alaska,Sitka,02220,02220000100,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,8.2,,,7.0,9.6,3546,POINT (-135.2984804 57.23544094),02220000100,HLTHOUT,DIABETES,CrdPrv,Diabetes,118
2021,AK,Alaska,Matanuska-Susitna,02170,02170001004,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.7,,,6.0,7.5,4831,POINT (-149.3219503 61.58663926),02170001004,DISABLT,HEARING,CrdPrv,Hearing Disability,1707
2021,AK,Alaska,Matanuska-Susitna,02170,02170001100,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.1,,,1.9,2.4,5364,POINT (-149.2365858 61.57328004),02170001100,HLTHOUT,STROKE,CrdPrv,Stroke,1707
2021,AK,Alaska,Aleutians West,02016,02016000100,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,31.7,,,28.0,36.5,1185,POINT (-173.0176532 52.56487002),02016000100,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,
2021,AK,Alaska,Anchorage,02020,02020001900,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Crude prevalence,33.5,,,29.5,37.6,4194,POINT (-149.8805552 61.18390208),02020001900,HLTHOUT,OBESITY,CrdPrv,Obesity,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170000900,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,7.2,,,6.2,8.4,2544,POINT (-149.46229 61.56934548),02170000900,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,1707
2021,AK,Alaska,Anchorage,02020,02020002812,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,2.2,,,2.0,2.4,7166,POINT (-149.8039001 61.12540346),02020002812,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,1669
2021,AK,Alaska,Anchorage,02020,02020002702,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,25.3,,,22.7,28.1,9670,POINT (-149.8763347 61.09933756),02020002702,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170000900,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32.3,,,29.4,35.4,2544,POINT (-149.46229 61.56934548),02170000900,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,1707
2021,AK,Alaska,Anchorage,02020,02020000600,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.8,,,14.1,17.6,7747,POINT (-149.8372716 61.22488662),02020000600,HLTHSTAT,PHLTH,CrdPrv,Physical Health,1669
2021,AK,Alaska,Kenai Peninsula,02122,02122000700,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,22.4,,,19.4,25.7,9939,POINT (-151.2532241 60.34018403),02122000700,HLTHOUT,DEPRESSION,CrdPrv,Depression,110
2021,AK,Alaska,Anchorage,02020,02020002301,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Crude prevalence,19.4,,,16.8,22.2,7088,POINT (-150.0707518 61.16177023),02020002301,HLTHOUT,DEPRESSION,CrdPrv,Depression,
2020,AK,Alaska,Anchorage,02020,02020002900,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,28.8,,,27.1,30.5,2570,POINT (-149.0448289 60.96352058),02020002900,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,1669
2021,AK,Alaska,Juneau,02110,02110000200,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,19.7,,,16.9,22.6,7083,POINT (-134.5728555 58.39673216),02110000200,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,1675
2021,AK,Alaska,Ketchikan Gateway,02130,02130000300,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.2,2841,POINT (-131.6336211 55.3472241),02130000300,HLTHOUT,STROKE,CrdPrv,Stroke,111
2021,AK,Alaska,Sitka,02220,02220000100,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,6.5,,,5.6,7.6,3546,POINT (-135.2984804 57.23544094),02220000100,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,118
2020,AK,Alaska,Ketchikan Gateway,02130,02130000200,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,59.2,,,56.2,62.1,4884,POINT (-131.6765754 55.3688731),02130000200,PREVENT,DENTAL,CrdPrv,Dental Visit,111
2021,AK,Alaska,Anchorage,02020,02020002823,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,15.0,,,12.1,18.6,5217,POINT (-149.6984273 61.06180111),02020002823,RISKBEH,LPA,CrdPrv,Physical Inactivity,1669
2021,AK,Alaska,Anchorage,02020,02020001300,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,73.2,,,69.5,76.6,3059,POINT (-149.9362474 61.20007422),02020001300,PREVENT,BPMED,CrdPrv,Taking BP Medication,1669
2020,AK,Alaska,Anchorage,02020,02020002602,BRFSS,Prevention,"Fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",%,Crude prevalence,64.5,,,61.7,67.1,5805,POINT (-149.8195626 61.15930344),02020002602,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,1669
2021,AK,Alaska,Matanuska-Susitna,02170,02170001202,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Crude prevalence,6.9,,,6.0,7.9,4664,POINT (-149.1622562 61.58769182),02170001202,HLTHOUT,DIABETES,CrdPrv,Diabetes,1707
2020,AK,Alaska,Matanuska-Susitna,02170,02170000101,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,18.8,,,13.2,25.8,620,POINT (-150.3855762 62.46817385),02170000101,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,1707
2021,AK,Alaska,Anchorage,02020,02020000802,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,12.0,,,10.5,13.5,4407,POINT (-149.7923713 61.20311087),02020000802,HLTHSTAT,PHLTH,CrdPrv,Physical Health,1669
2021,AK,Alaska,Dillingham,02070,02070000200,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,57.9,,,51.9,63.7,2381,POINT (-158.6521544 59.05170853),02070000200,PREVENT,CHECKUP,CrdPrv,Annual Checkup,1672
2021,AK,Alaska,Fairbanks North Star,02090,02090001900,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.1,,,8.0,10.1,11684,POINT (-146.4888276 64.98468465),02090001900,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,1673
2021,AK,Alaska,Anchorage,02020,02020001732,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,16.0,,,13.3,19.2,6179,POINT (-149.7334404 61.18810949),02020001732,RISKBEH,CSMOKING,CrdPrv,Current Smoking,1669
2020,AK,Alaska,Kenai Peninsula,02122,02122000300,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Crude prevalence,82.1,,,80.5,83.7,895,POINT (-149.423589 60.5946799),02122000300,PREVENT,CERVICAL,CrdPrv,Cervical Cancer Screening,110
2021,AK,Alaska,Kenai Peninsula,02122,02122000300,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,9.0,,,7.9,10.1,895,POINT (-149.423589 60.5946799),02122000300,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,110
2021,AK,Alaska,Yakutat,02282,02282000100,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,61.7,,,55.3,68.1,662,POINT (-140.3706428 59.89209696),02282000100,PREVENT,CHECKUP,CrdPrv,Annual Checkup,984
2021,AK,Alaska,Fairbanks North Star,02090,02090001600,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,16.5,,,14.5,18.7,4836,POINT (-147.354812 64.75303004),02090001600,HLTHSTAT,MHLTH,CrdPrv,Mental Health,1673
2021,AK,Alaska,Matanuska-Susitna,02170,02170001300,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,15.7,,,14.0,17.9,5461,POINT (-148.9706454 61.52439955),02170001300,HLTHSTAT,MHLTH,CrdPrv,Mental Health,1707
2021,AK,Alaska,Juneau,02110,02110000500,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.2,,,2.7,3.7,3498,POINT (-133.9609873 58.40401544),02110000500,DISABLT,SELFCARE,CrdPrv,Self-care Disability,1675
2021,AK,Alaska,Sitka,02220,02220000200,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,31.5,,,27.3,36.0,5335,POINT (-135.3279218 57.06559894),02220000200,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,118
2021,AK,Alaska,Anchorage,02020,02020001702,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,10.3,,,8.6,12.4,5258,POINT (-149.7631825 61.20247927),02020001702,DISABLT,COGNITION,CrdPrv,Cognitive Disability,1669
2021,AK,Alaska,Anchorage,02020,02020002400,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,67.7,,,64.1,71.1,3299,POINT (-149.9202678 61.17695755),02020002400,PREVENT,BPMED,CrdPrv,Taking BP Medication,1669
