Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation,Counties,States
2020,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,11.4,,,7.7,15.8,59767,02122,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Petersburg,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.4,,,3.0,3.9,3356,02195,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,15.4,,,13.3,17.6,1416,02164,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-156.4134134 58.1085067),113,51
2020,AK,Alaska,Aleutians East,BRFSS,Prevention,"Older adult women aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening, and Mammogram past 2 years",%,Age-adjusted prevalence,27.3,,,22.8,32.3,3398,02013,PREVENT,COREW,AgeAdjPrv,Core preventive services for older women,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,63.7,,,57.6,69.1,5729,02198,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Denali,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.3,7.8,1593,02068,HLTHOUT,COPD,CrdPrv,COPD,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Juneau,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,5.1,,,4.2,6.1,31973,02110,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Bethel,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,17.3,22.4,18557,02050,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Bethel,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,62.6,,,57.1,67.6,18557,02050,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Hoonah-Angoon,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,12.6,18.7,2332,02105,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-135.884909 58.403336),109,51
2020,AK,Alaska,Ketchikan Gateway,BRFSS,Health Risk Behaviors,Sleeping less than 7 hours among adults aged >=18 years,%,Crude prevalence,30.3,,,29.1,31.4,13754,02130,RISKBEH,SLEEP,CrdPrv,Sleep <7 hours,POINT (-131.1066847 55.4499378),111,51
2020,AK,Alaska,Fairbanks North Star,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,37,,,30.1,43.7,95593,02090,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Copper River,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Age-adjusted prevalence,18.5,,,16.4,20.7,2630,02066,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Sitka,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,63.6,,,57.9,68.8,8407,02220,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-135.3673965 57.1932044),118,
2020,AK,Alaska,Ketchikan Gateway,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,39.2,,,32.4,45.7,13754,02130,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Bristol Bay,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,34.9,,,30.2,39.5,838,02060,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.3,,,13.3,17.4,5059,02016,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,8,,,6.8,9.3,59767,02122,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-152.0526403 60.360766),110,
2020,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,17.4,,,13.3,21.7,5729,02198,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,12.4,,,10.5,14.5,6970,02240,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-143.2186282 63.8649972),983,51
2020,AK,Alaska,Yakutat,BRFSS,Prevention,Visits to dentist or dental clinic among adults aged >=18 years,%,Crude prevalence,56.1,,,53.7,58.5,704,02282,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,35,,,30.5,39.6,1416,02164,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,15.6,,,13.3,18.0,6970,02240,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Bristol Bay,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Crude prevalence,21.5,,,17.8,25.9,838,02060,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-156.9668053 58.741661),1670,51
2020,AK,Alaska,Dillingham,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,77.8,,,75.3,80.5,4772,02070,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-158.2671226 59.5433255),1672,51
2020,AK,Alaska,Aleutians West,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Crude prevalence,31.7,,,26.1,37.3,5059,02016,PREVENT,COREM,CrdPrv,Core preventive services for older men,POINT (178.338813 51.9594469),,
2020,AK,Alaska,Prince of Wales-Hyder,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,59.9,,,55.6,63.8,5729,02198,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-133.1623885 55.6827733),1708,
2020,AK,Alaska,Anchorage,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,66.6,,,63.2,69.9,288121,02020,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Yukon-Koyukuk,BRFSS,Health Status,Fair or poor self-rated health status among adults aged >=18 years,%,Age-adjusted prevalence,25.1,,,21.7,28.5,5275,02290,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-151.5778496 65.3757271),4,51
2020,AK,Alaska,Hoonah-Angoon,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,61.5,,,57.7,65.2,2332,02105,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-135.884909 58.403336),109,51
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.1,110686,02170,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Kodiak Island,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.8,,,2.5,3.2,12787,02150,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Yakutat,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,3.7,,,3.3,4.1,704,02282,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,33.3,,,27.9,39.4,13754,02130,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.8,,,16.3,23.6,9865,02180,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Juneau,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,16.3,,,13.4,19.5,31973,02110,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Copper River,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,12.5,,,10.9,14.1,2630,02066,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3,,,2.7,3.4,8407,02220,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Wrangell,BRFSS,Health Outcomes,Diagnosed diabetes among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,7.8,10.8,2055,02275,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,2.9,12787,02150,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Kusilvak,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Age-adjusted prevalence,26.5,,,23.1,30.3,8360,02158,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Aleutians East,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,5.4,,,4.7,6.4,3398,02013,HLTHOUT,COPD,CrdPrv,COPD,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,2.4,,,2.1,2.6,95593,02090,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Lake and Peninsula,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,17.7,,,15.4,20.0,1416,02164,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-156.4134134 58.1085067),113,51
2021,AK,Alaska,Haines,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,15.5,,,12.6,18.8,2071,02100,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-135.5757906 59.0984037),1674,51
2020,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,12.9,,,9.1,17.2,6970,02240,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Dillingham,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Age-adjusted prevalence,17.1,,,14.7,19.6,4772,02070,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-158.2671226 59.5433255),1672,51
2021,AK,Alaska,Wrangell,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,14.9,,,12.9,17.2,2055,02275,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Crude prevalence,12.1,,,10.7,13.8,9865,02180,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.8,7.0,59767,02122,HLTHOUT,CANCER,AgeAdjPrv,Cancer (except skin),POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.6,3.2,2071,02100,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Bethel,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,4.4,,,3.9,4.8,18557,02050,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Skagway,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Crude prevalence,6.4,,,5.2,7.7,1132,02230,HLTHOUT,COPD,CrdPrv,COPD,POINT (-135.3382787 59.5603794),1709,51
2021,AK,Alaska,Nome,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults aged >=18 years,%,Age-adjusted prevalence,9.6,,,8.2,11.2,9865,02180,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Anchorage,BRFSS,Health Outcomes,Depression among adults aged >=18 years,%,Age-adjusted prevalence,19.5,,,17.1,22.1,288121,02020,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-149.2843294 61.1742503),1669,51
2020,AK,Alaska,Matanuska-Susitna,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,59.1,,,54.9,63.2,110686,02170,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Yakutat,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Age-adjusted prevalence,61,,,54.5,67.2,704,02282,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-140.416942 60.0174528),984,51
2020,AK,Alaska,Haines,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,37.2,,,30.2,44.7,2071,02100,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Prince of Wales-Hyder,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Crude prevalence,4.1,,,3.7,4.4,5729,02198,HLTHOUT,KIDNEY,CrdPrv,Chronic Kidney Disease,POINT (-133.1623885 55.6827733),1708,
2021,AK,Alaska,Denali,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults aged >=18 years,%,Age-adjusted prevalence,20.3,,,16.2,24.5,1593,02068,RISKBEH,LPA,AgeAdjPrv,Physical Inactivity,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Bristol Bay,BRFSS,Disability,Any disability among adults aged >=18 years,%,Age-adjusted prevalence,27.3,,,23.6,31.2,838,02060,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-156.9668053 58.741661),1670,51
2021,AK,Alaska,Kodiak Island,BRFSS,Health Outcomes,Cancer (excluding skin cancer) among adults aged >=18 years,%,Crude prevalence,5.7,,,5.1,6.2,12787,02150,HLTHOUT,CANCER,CrdPrv,Cancer (except skin),POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Kodiak Island,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.8,,,6.0,7.7,12787,02150,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Kusilvak,BRFSS,Prevention,Taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,%,Crude prevalence,64.3,,,60.2,68.1,8360,02158,PREVENT,BPMED,CrdPrv,Taking BP Medication,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,19.6,,,16.1,23.4,6970,02240,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-143.2186282 63.8649972),983,51
2020,AK,Alaska,Yakutat,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,13.9,,,10.4,17.7,704,02282,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Age-adjusted prevalence,21.8,,,19.7,24.0,2630,02066,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Anchorage,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Age-adjusted prevalence,2.9,,,2.5,3.3,288121,02020,DISABLT,SELFCARE,AgeAdjPrv,Self-care Disability,POINT (-149.2843294 61.1742503),1669,51
2021,AK,Alaska,Aleutians West,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,2.9,,,2.6,3.3,5059,02016,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (178.338813 51.9594469),,
2020,AK,Alaska,Kodiak Island,BRFSS,Prevention,"Older adult men aged >=65 years who are up to date on a core set of clinical preventive services: Flu shot past year, PPV shot ever, Colorectal cancer screening",%,Age-adjusted prevalence,36.5,,,30.8,42.1,12787,02150,PREVENT,COREM,AgeAdjPrv,Core preventive services for older men,POINT (-153.9183721 57.7044003),,51
2020,AK,Alaska,Yukon-Koyukuk,BRFSS,Prevention,Cervical cancer screening among adult women aged 21-65 years,%,Age-adjusted prevalence,77,,,74.6,79.5,5275,02290,PREVENT,CERVICAL,AgeAdjPrv,Cervical Cancer Screening,POINT (-151.5778496 65.3757271),4,51
2021,AK,Alaska,North Slope,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,20.8,,,17.5,24.5,10972,02185,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,28.6,,,25.0,32.9,5059,02016,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (178.338813 51.9594469),,
2021,AK,Alaska,Matanuska-Susitna,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Age-adjusted prevalence,7.9,,,6.9,8.8,110686,02170,DISABLT,HEARING,AgeAdjPrv,Hearing Disability,POINT (-149.5039935 62.2656263),1707,51
2021,AK,Alaska,Yakutat,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Crude prevalence,37,,,32.1,42.0,704,02282,HLTHOUT,HIGHCHOL,CrdPrv,High Cholesterol,POINT (-140.416942 60.0174528),984,51
2021,AK,Alaska,Denali,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,27.6,,,23.7,31.4,1593,02068,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Age-adjusted prevalence,6.4,,,5.5,7.3,95593,02090,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Disability,Self-care disability among adults aged >=18 years,%,Crude prevalence,3.8,,,3.3,4.3,6970,02240,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Copper River,BRFSS,Health Outcomes,Stroke among adults aged >=18 years,%,Crude prevalence,3.7,,,3.3,4.2,2630,02066,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-143.9221674 62.034479),1,51
2021,AK,Alaska,Bethel,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,22.4,,,19.4,25.3,18557,02050,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-160.1526246 60.9291413),108,51
2021,AK,Alaska,Aleutians West,BRFSS,Health Outcomes,High cholesterol among adults aged >=18 years who have been screened in the past 5 years,%,Age-adjusted prevalence,30.5,,,26.3,35.7,5059,02016,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (178.338813 51.9594469),,
2021,AK,Alaska,North Slope,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,72.6,,,68.6,76.3,10972,02185,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-153.4728302 69.4493427),115,51
2021,AK,Alaska,Southeast Fairbanks,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Age-adjusted prevalence,30.4,,,26.9,34.2,6970,02240,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-143.2186282 63.8649972),983,51
2021,AK,Alaska,Fairbanks North Star,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.1,,,8.0,10.3,95593,02090,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-146.5481586 64.6760436),1673,51
2021,AK,Alaska,Chugach,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,9.3,,,7.5,11.4,6941,02063,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Kodiak Island,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults aged >=18 years,%,Crude prevalence,63.6,,,57.7,69.0,12787,02150,PREVENT,CHECKUP,CrdPrv,Annual Checkup,POINT (-153.9183721 57.7044003),,51
2021,AK,Alaska,Wrangell,BRFSS,Disability,Cognitive disability among adults ages >=18 years,%,Crude prevalence,13.5,,,11.7,15.7,2055,02275,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-132.0267878 56.1807793),3,51
2021,AK,Alaska,Aleutians East,BRFSS,Disability,Mobility disability among adults aged >=18 years,%,Crude prevalence,12.1,,,10.6,14.1,3398,02013,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-161.9974772 55.2450437),107,51
2021,AK,Alaska,Nome,BRFSS,Disability,Independent living disability among adults aged >=18 years,%,Crude prevalence,11.8,,,10.0,13.8,9865,02180,DISABLT,INDEPLIVE,CrdPrv,Independent Living Disability,POINT (-164.1889119 64.7836858),114,51
2021,AK,Alaska,Sitka,BRFSS,Health Outcomes,Chronic kidney disease among adults aged >=18 years,%,Age-adjusted prevalence,2.7,,,2.4,3.0,8407,02220,HLTHOUT,KIDNEY,AgeAdjPrv,Chronic Kidney Disease,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Haines,BRFSS,Health Outcomes,Obesity among adults aged >=18 years,%,Age-adjusted prevalence,32.3,,,25.2,40.0,2071,02100,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-135.5757906 59.0984037),1674,51
2021,AK,Alaska,Petersburg,BRFSS,Health Status,Mental health not good for >=14 days among adults aged >=18 years,%,Crude prevalence,13.9,,,12.0,16.0,3356,02195,HLTHSTAT,MHLTH,CrdPrv,Mental Health,POINT (-133.0085979 57.1124581),117,51
2021,AK,Alaska,Chugach,BRFSS,Health Outcomes,Current asthma among adults aged >=18 years,%,Age-adjusted prevalence,9.2,,,8.4,10.1,6941,02063,HLTHOUT,CASTHMA,AgeAdjPrv,Current Asthma,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Denali,BRFSS,Prevention,Cholesterol screening among adults aged >=18 years,%,Age-adjusted prevalence,74.8,,,70.6,78.7,1593,02068,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-150.0270164 63.6820386),1671,51
2021,AK,Alaska,Sitka,BRFSS,Health Risk Behaviors,Binge drinking among adults aged >=18 years,%,Crude prevalence,17.9,,,14.8,21.3,8407,02220,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-135.3673965 57.1932044),118,
2021,AK,Alaska,Kenai Peninsula,BRFSS,Health Outcomes,Coronary heart disease among adults aged >=18 years,%,Age-adjusted prevalence,5.4,,,4.7,6.2,59767,02122,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-152.0526403 60.360766),110,
2021,AK,Alaska,Northwest Arctic,BRFSS,Health Outcomes,High blood pressure among adults aged >=18 years,%,Crude prevalence,32,,,27.9,36.4,7560,02188,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-160.0210864 67.0050655),116,51
2021,AK,Alaska,Chugach,BRFSS,Health Risk Behaviors,Current smoking among adults aged >=18 years,%,Crude prevalence,15.7,,,13.0,18.4,6941,02063,RISKBEH,CSMOKING,CrdPrv,Current Smoking,POINT (-146.2030924 60.4884737),1,
2021,AK,Alaska,Juneau,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,6.9,,,6.1,7.8,31973,02110,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-134.1784454 58.3729099),1675,51
2021,AK,Alaska,Kusilvak,BRFSS,Disability,Hearing disability among adults aged >=18 years,%,Crude prevalence,12.8,,,11.4,14.4,8360,02158,DISABLT,HEARING,CrdPrv,Hearing Disability,POINT (-163.1901714 62.2835878),2,51
2021,AK,Alaska,Ketchikan Gateway,BRFSS,Health Outcomes,Arthritis among adults aged >=18 years,%,Crude prevalence,25.1,,,21.8,28.9,13754,02130,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-131.1066847 55.4499378),111,51
2021,AK,Alaska,Kusilvak,BRFSS,Health Status,Physical health not good for >=14 days among adults aged >=18 years,%,Age-adjusted prevalence,23.3,,,20.4,26.5,8360,02158,HLTHSTAT,PHLTH,AgeAdjPrv,Physical Health,POINT (-163.1901714 62.2835878),2,51
